Specimen ID,NCBI Accession Number,WGS ID,AST Approved,WGS Approved,Genus,Species,Serotype,Data Year,Region Name,Resistance Pattern,Resistance Determinants,Predictive Resistance Pattern,AMP Rslt,AMP Concl,AUG Rslt,AUG Concl,AXO Rslt,AXO Concl,CHL Rslt,CHL Concl,FIS Rslt,FIS Concl,FOX Rslt,FOX Concl,TET Rslt,TET Concl
2015AM-2029,SAMN07268437,2015AM-2029,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 5,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,4,S,4,S
2015AM-1866,SAMN07418918,2015AM-1866,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 3,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2015AM-1865,SAMN07418916,2015AM-1865,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 3,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,4,S,4,S
2015AM-1864,SAMN07418915,2015AM-1864,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 3,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,64,S,2,S,4,S
2015AM-1854,SAMN08976108,2015AM-1854,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 3,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2015AM-1863,SAMN07277432,2015AM-1863,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 3,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,64,S,4,S,4,S
2015AM-1862,SAMN07277406,2015AM-1862,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 3,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2015AM-1861,SAMN07277784,2015AM-1861,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 3,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2015AM-1984,SAMN08376991,2015AM-1984,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 4,ASSuT,aadA12 aph(3')-Ia blaTEM-1B sul1 tet(A) ,ASSuTKan,32,R,8,S,0.25,S,8,S,256,R,2,S,32,R
2015AM-1983,SAMN08377030,2015AM-1983,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2015AM-2076,SAMN07277088,2015AM-2076,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 3,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2015AM-2055,SAMN07450232,2015AM-2055,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2015AM-2054,SAMN07450237,2015AM-2054,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 4,AAuCxTioFox,blaCMY-2 ,AAuCxTioFox,32,R,32,R,16,R,4,S,32,S,32,R,4,S
2015AM-2053,SAMN07450299,2015AM-2053,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2015AM-2140,SAMN07508295,2015AM-2140,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 8,ACSSuTAuCxTioFox,aph(3'')-Ib aph(6)-Id blaCMY-2 floR sul2 tet(A) ,ACSSuTAuCxTioFox,32,R,32,R,16,R,32,R,256,R,32,R,32,R
2015AM-2141,SAMN07508299,2015AM-2141,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 8,ACSSuT,aadA2 blaCARB-2 floR sul1 tet(G) ,ACSSuT,32,R,16,I,0.25,S,32,R,256,R,2,S,32,R
2015AM-2191,SAMN07508349,2015AM-2191,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 2,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2015AM-2192,SAMN07508347,2015AM-2192,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 2,ACSSuT,aadA2 blaCARB-2 floR sul1 tet(G) ,ACSSuT,32,R,16,I,0.25,S,32,R,256,R,2,S,32,R
2015AM-2375,SAMN08379548,2015AM-2375,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 10,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2015AM-2212,SAMN08376877,2015AM-2212,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 9,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2015AM-2222,SAMN08376888,2015AM-2222,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 4,SSuNal,aadA2 sul1 ,SSu,1,S,1,S,0.25,S,8,S,256,R,2,S,4,S
2015AM-2301,SAMN08376990,2015AM-2301,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 3,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2015AM-2305,SAMN08289229,2015AM-2305,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 3,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2015AM-2303,SAMN08289227,2015AM-2303,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 3,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2015AM-2302,SAMN08376983,2015AM-2302,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 3,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2015AM-2304,SAMN08376995,2015AM-2304,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 3,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2015AM-2515,SAMN08379380,2015AM-2515,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 6,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2015AM-2513,SAMN08379391,2015AM-2513,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 6,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2015AM-2560,SAMN09724438,2015AM-2560,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 8,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2015AM-2462,SAMN08379490,2015AM-2462,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 2,No resistance detected,No determinants detected,No determinants detected,2,S,2,S,0.25,S,8,S,32,S,4,S,4,S
2015AM-2461,SAMN08379518,2015AM-2461,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 2,S,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,4,S,4,S
2015AM-2997,SAMN08385812,2015AM-2997,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 3,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2015AM-2386,SAMN08289198,2015AM-2386,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 9,ACSSuTAuCxTioFoxNal,aph(3'')-Ib aph(6)-Id blaCMY-2 floR sul2 tet(A) ,ACSSuTAuCxTioFox,32,R,32,R,16,R,32,R,256,R,32,R,32,R
2015AM-2650,SAMN08379307,2015AM-2650,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2015AM-2649,SAMN08379294,2015AM-2649,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 4,No resistance detected,No determinants detected,No determinants detected,2,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2015AM-2648,SAMN08379318,2015AM-2648,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2015AM-2647,SAMN08379317,2015AM-2647,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2015AM-2546,SAMN08379331,2015AM-2546,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 6,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2015AM-2545,SAMN08379319,2015AM-2545,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 6,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2015AM-2645,SAMN08379322,2015AM-2645,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2015AM-2527,SAMN08379465,2015AM-2527,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 7,No resistance detected,No determinants detected,No determinants detected,2,S,1,S,0.25,S,8,S,32,S,4,S,4,S
2015AM-2741,SAMN08383651,2015AM-2741,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 2,Nal,No determinants detected,No determinants detected,2,S,2,S,0.25,S,4,S,32,S,4,S,4,S
2015AM-2766,SAMN08383647,2015AM-2766,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 3,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2015AM-2580,SAMN09724422,2015AM-2580,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 7,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2015AM-2582,SAMN08379426,2015AM-2582,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 7,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,4,S,4,S
2015AM-2581,SAMN08379423,2015AM-2581,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 7,S,No determinants detected,No determinants detected,2,S,1,S,0.25,S,16,I,32,S,2,S,4,S
2015AM-2625,SAMN08379651,2015AM-2625,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2015AM-2679,SAMN08379344,2015AM-2679,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 5,SuT,sul2 tet(A) ,SuT,1,S,1,S,0.25,S,4,S,256,R,2,S,32,R
2015AM-2894,SAMN08385848,2015AM-2894,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 6,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2015AM-2893,SAMN08385845,2015AM-2893,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 6,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2015AM-2892,SAMN08385864,2015AM-2892,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 6,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2015AM-2896,SAMN08385861,2015AM-2896,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 6,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2015AM-2802,SAMN08383660,2015AM-2802,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 4,ACSSuT,aadA2 blaCARB-2 floR sul1 tet(G) ,ACSSuT,32,R,16,I,0.25,S,32,R,256,R,2,S,32,R
2015AM-2803,SAMN08383659,2015AM-2803,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2015AM-2808,SAMN08383643,2015AM-2808,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 4,SSuT,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,256,R,4,S,32,R
2015AM-2816,SAMN08383654,2015AM-2816,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 1,ACSSuT,aadA2 blaCARB-2 floR sul1 tet(G) ,ACSSuT,32,R,16,I,0.25,S,32,R,256,R,2,S,32,R
2015AM-2935,SAMN08385718,2015AM-2935,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2015AM-2934,SAMN08385791,2015AM-2934,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,4,S,4,S
2015AM-2925,SAMN08289119,2015AM-2925,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2015AM-3059,SAMN08389591,2015AM-3059,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 5,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,4,S,4,S
2015AM-3061,SAMN08389635,2015AM-3061,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 5,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2015AM-3060,SAMN08389645,2015AM-3060,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 5,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2015AM-3012,SAMN08385860,2015AM-3012,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 3,ACSSuT,aadA2 blaCARB-2 floR sul1 tet(G) ,ACSSuT,32,R,16,I,0.25,S,32,R,256,R,2,S,32,R
2015AM-3013,SAMN08385871,2015AM-3013,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 3,ACSSuT,No determinants detected,No determinants detected,32,R,16,I,0.25,S,32,R,256,R,2,S,32,R
2015AM-3125,SAMN08389569,2015AM-3125,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 9,S,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,4,S,4,S
2015AM-3124,SAMN08289153,2015AM-3124,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 9,ACSSuTCot,aadA1 aadA2 blaCARB-2 dfrA1 floR sul1 tet(G) ,ACSSuTCotTmp,32,R,16,I,0.25,S,32,R,256,R,2,S,32,R
2015AM-3339,SAMN08289209,2015AM-3339,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 10,A,No determinants detected,No determinants detected,32,R,4,S,0.25,S,8,S,32,S,2,S,4,S
2015AM-3278,SAMN08389641,2015AM-3278,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 3,ASSuT,No determinants detected,No determinants detected,32,R,8,S,0.25,S,8,S,256,R,2,S,32,R
2016AM-0061,SAMN13686665,2016AM-0061,yes,yes,Salmonella,enterica,Typhimurium,2016,Region 3,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2015AM-3327,SAMN08437181,2015AM-3327,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2015AM-3361,SAMN08437317,2015AM-3361,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 6,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2015AM-3360,SAMN08437326,2015AM-3360,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 6,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2016AM-0102,SAMN13686308,2016AM-0102,yes,yes,Salmonella,enterica,Typhimurium,2016,Region 6,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2016AM-0448,SAMN13929934,2016AM-0448,yes,yes,Salmonella,enterica,Typhimurium,2016,Region 3,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2015AM-3436,SAMN08437433,2015AM-3436,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 8,ACSSuTAuCxTioFox,aph(3'')-Ib aph(6)-Id blaCMY-2 floR sul2 tet(A) ,ACSSuTAuCxTioFox,32,R,32,R,16,R,32,R,256,R,32,R,32,R
2016AM-0384,SAMN13488556,2016AM-0384,yes,yes,Salmonella,enterica,Typhimurium,2016,Region 5,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2016AM-0195,SAMN13686785,2016AM-0195,yes,yes,Salmonella,enterica,Typhimurium,2016,Region 6,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2016AM-0196,SAMN13477374,2016AM-0196,yes,yes,Salmonella,enterica,Typhimurium,2016,Region 6,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2016AM-0223,SAMN13477367,2016AM-0223,yes,yes,Salmonella,enterica,Typhimurium,2016,Region 7,ACSSuT,aadA2 blaCARB-2 floR sul1 tet(G) ,ACSSuT,32,R,16,I,0.25,S,32,R,256,R,2,S,32,R
2016AM-0439,SAMN13686911,2016AM-0439,yes,yes,Salmonella,enterica,Typhimurium,2016,Region 10,ASSuT,ant(3'')-Ia aph(3')-Ia blaTEM-1B sul1 tet(A) ,ASSuTKan,32,R,8,S,0.25,S,8,S,256,R,4,S,32,R
2016AM-0330,SAMN13691028,2016AM-0330,yes,yes,Salmonella,enterica,Typhimurium,2016,Region 4,No resistance detected,No determinants detected,No determinants detected,2,S,1,S,0.25,S,8,S,32,S,4,S,4,S
2016AM-0331,SAMN13486182,2016AM-0331,yes,yes,Salmonella,enterica,Typhimurium,2016,Region 4,ACSSuT,aadA2 blaCARB-2 floR sul1 tet(G) ,ACSSuT,32,R,16,I,0.25,S,32,R,256,R,4,S,32,R
2016AM-0332,SAMN13691032,2016AM-0332,yes,yes,Salmonella,enterica,Typhimurium,2016,Region 4,No resistance detected,No determinants detected,No determinants detected,2,S,2,S,0.25,S,8,S,16,S,4,S,4,S
2016AM-0333,SAMN13477345,2016AM-0333,yes,yes,Salmonella,enterica,Typhimurium,2016,Region 4,ASu,blaCARB-2 sul1 ,ASu,32,R,16,I,0.25,S,8,S,256,R,2,S,4,S
2016AM-0354,SAMN13514214,2016AM-0354,yes,yes,Salmonella,enterica,Typhimurium,2016,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,2,S,4,S
2016AM-0407,SAMN13510321,2016AM-0407,yes,yes,Salmonella,enterica,Typhimurium,2016,Region 7,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,2,S,32,S,2,S,4,S
2016AM-0347,SAMN13686304,2016AM-0347,yes,yes,Salmonella,enterica,Typhimurium,2016,Region 8,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2015AM-3464,SAMN08437344,2015AM-3464,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 3,No resistance detected,No determinants detected,No determinants detected,2,S,4,S,0.25,S,4,S,256,S,4,S,4,S
2016AM-0485,SAMN13510393,2016AM-0485,yes,yes,Salmonella,enterica,Typhimurium,2016,Region 3,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2015AM-3714,SAMN08445979,2015AM-3714,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 1,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2015AM-3715,SAMN08445972,2015AM-3715,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 1,ACSSuTAuCxTioFox,blaCMY-2 floR strA strB sul2 tet(A),ACSSuTAuCxTioFox,32,R,32,R,8,R,32,R,256,R,32,R,32,R
2015AM-3716,SAMN08445998,2015AM-3716,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 1,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2015AM-3717,SAMN08445983,2015AM-3717,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 1,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2015AM-3719,SAMN09724285,2015AM-3719,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 1,ACSuTCot,aadA1 aadA2 aph(3')-Ia blaTEM-1B cmlA1 dfrA12 floR oqxA oqxB sul3 tet(A),ACSSuTCip(I/R)KanCotTmp,32,R,8,S,0.25,S,32,R,256,R,2,S,32,R
2015AM-3588,SAMN08446009,2015AM-3588,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2016AM-0556,SAMN13510398,2016AM-0556,yes,yes,Salmonella,enterica,Typhimurium,2016,Region 3,No resistance detected,No determinants detected,No determinants detected,2,S,1,S,0.25,S,4,S,16,S,4,S,4,S
2015AM-3587,SAMN08446003,2015AM-3587,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 4,ASu,No determinants detected,No determinants detected,32,R,8,S,0.25,S,8,S,256,R,2,S,4,S
2015AM-3585,SAMN08446016,2015AM-3585,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 4,ACSSuT,aadA2 blaCARB-2 floR sul1 tet(G) ,ACSSuT,32,R,16,I,0.25,S,32,R,256,R,2,S,32,R
2015AM-3584,SAMN08446012,2015AM-3584,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 4,ASu,blaCARB-2 sul1 ,ASu,32,R,16,I,0.25,S,8,S,256,R,4,S,4,S
2015AM-3583,SAMN08446010,2015AM-3583,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 4,ASu,blaCARB-2 sul1 ,ASu,32,R,16,I,0.25,S,8,S,256,R,4,S,4,S
2015AM-3582,SAMN08446031,2015AM-3582,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 4,ASu,blaCARB-2 sul1 ,ASu,32,R,16,I,0.25,S,8,S,256,R,2,S,4,S
2015AM-3581,SAMN08446030,2015AM-3581,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 4,ASu,blaCARB-2 sul1 ,ASu,32,R,16,I,0.25,S,8,S,256,R,2,S,4,S
2015AM-3580,SAMN08446029,2015AM-3580,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 4,ASu,blaCARB-2 sul1 ,ASu,32,R,16,I,0.25,S,8,S,256,R,2,S,4,S
2015AM-3579,SAMN09724427,2015AM-3579,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 4,ASuCot,aph(3'')-Ib aph(6)-Id blaCARB-2 dfrA14 sul1 sul2 ,ASSuCotTmp,32,R,16,I,0.25,S,8,S,256,R,4,S,4,S
2015AM-3578,SAMN08446028,2015AM-3578,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2015AM-3577,SAMN04202520,PNUSAS001083,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2015AM-3576,SAMN08446026,2015AM-3576,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 4,ASu,blaCARB-2 sul1 ,ASu,32,R,16,I,0.25,S,4,S,256,R,2,S,4,S
2015AM-3575,SAMN08446024,2015AM-3575,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,2,S,4,S
2015AM-3574,SAMN08446023,2015AM-3574,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2015AM-3573,SAMN08446033,2015AM-3573,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 4,ACSSuT,aadA2 aph(3')-Ia blaCARB-2 floR sul1 tet(G) ,ACSSuTKan,32,R,16,I,0.25,S,32,R,256,R,8,S,32,R
2015AM-3572,SAMN08446032,2015AM-3572,yes,yes,Salmonella,enterica,Typhimurium,2015,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
